Kung,🌀 Satire,2025-06-11,675e5883,badges/truth_verified_675e5883.png,badges/truth_verified_675e5883.pdf,https://truthverify.org/verify/675e5883
Kung,✅ True,2025-06-11,1b6a89c5,badges/truth_verified_1b6a89c5.png,badges/truth_verified_1b6a89c5.pdf,https://truthverify.org/verify/1b6a89c5
Kung,✅ True,2025-06-11,5115a3e2,badges/truth_verified_5115a3e2.png,badges/truth_verified_5115a3e2.pdf,https://truthverify.org/verify/5115a3e2
Kung,✅ True,2025-06-11,61641ea3,badges/truth_verified_61641ea3.png,badges/truth_verified_61641ea3.pdf,https://truthverify.org/verify/61641ea3
Katie,✅ True,2025-06-13,04d2f0f8,badges/truth_verified_04d2f0f8.png,badges/truth_verified_04d2f0f8.pdf,http://127.0.0.1:5000/verify/04d2f0f8
